experiment_id,run_group,study_stage,configuration_level,model_family,algorithm,dataset,model,data_dir,gpu_count,rollout_tp_size,actor_micro_batch,rollout_logprob_micro_batch,ref_logprob_micro_batch,vllm_gpu_memory_utilization,parameter_offload,optimizer_offload,free_cache_engine,max_prompt_length,max_response_length,max_model_len,max_num_seqs,rollout_n,train_batch_size,train_max_samples,val_max_samples,training_seed,total_training_steps,gpu_monitor_interval_ms,workload_name,custom_reward_function_path,custom_reward_function_name
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c1-s53,major_revision_cross_model_confirmatory,confirmatory,c1,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,4,4,4,0.45,True,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c2-s51,major_revision_cross_model_confirmatory,confirmatory,c2,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,8,4,4,0.6,False,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c2-s52,major_revision_cross_model_confirmatory,confirmatory,c2,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,8,4,4,0.6,False,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c2-s53,major_revision_cross_model_confirmatory,confirmatory,c2,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,8,4,4,0.6,False,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c3-s51,major_revision_cross_model_confirmatory,confirmatory,c3,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.7,False,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c3-s52,major_revision_cross_model_confirmatory,confirmatory,c3,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.7,False,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c3-s53,major_revision_cross_model_confirmatory,confirmatory,c3,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.7,False,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c4-s51,major_revision_cross_model_confirmatory,confirmatory,c4,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.8,False,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c4-s52,major_revision_cross_model_confirmatory,confirmatory,c4,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.8,False,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c4-s53,major_revision_cross_model_confirmatory,confirmatory,c4,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.8,False,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c5-s51,major_revision_cross_model_confirmatory,confirmatory,c5,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,32,4,4,0.85,False,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c5-s52,major_revision_cross_model_confirmatory,confirmatory,c5,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,32,4,4,0.85,False,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-qwen25_3b-oracle_sppo-code_heavy_tail-c5-s53,major_revision_cross_model_confirmatory,confirmatory,c5,qwen25_3b,oracle_sppo,code_heavy_tail,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,32,4,4,0.85,False,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c0-s51,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,1,4,4,0.3,True,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c0-s52,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,1,4,4,0.3,True,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c0-s53,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,1,4,4,0.3,True,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c1-s51,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,4,4,4,0.45,True,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c1-s52,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,4,4,4,0.45,True,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c1-s53,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,4,4,4,0.45,True,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c2-s51,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,8,4,4,0.6,False,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c2-s52,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,8,4,4,0.6,False,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c2-s53,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,8,4,4,0.6,False,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c3-s51,major_revision_cross_model_confirmatory,confirmatory,c3,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,16,4,4,0.7,False,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c3-s52,major_revision_cross_model_confirmatory,confirmatory,c3,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,16,4,4,0.7,False,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c3-s53,major_revision_cross_model_confirmatory,confirmatory,c3,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,16,4,4,0.7,False,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c4-s51,major_revision_cross_model_confirmatory,confirmatory,c4,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,16,4,4,0.8,False,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c4-s52,major_revision_cross_model_confirmatory,confirmatory,c4,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,16,4,4,0.8,False,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c4-s53,major_revision_cross_model_confirmatory,confirmatory,c4,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,16,4,4,0.8,False,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c5-s51,major_revision_cross_model_confirmatory,confirmatory,c5,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,32,4,4,0.85,False,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c5-s52,major_revision_cross_model_confirmatory,confirmatory,c5,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,32,4,4,0.85,False,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_standard-c5-s53,major_revision_cross_model_confirmatory,confirmatory,c5,phi4_mini,grpo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,32,4,4,0.85,False,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c0-s51,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,1,4,4,0.3,True,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c0-s52,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,1,4,4,0.3,True,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c0-s53,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,1,4,4,0.3,True,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c1-s51,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,4,4,4,0.45,True,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c1-s52,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,4,4,4,0.45,True,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c1-s53,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,4,4,4,0.45,True,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c2-s51,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,8,4,4,0.6,False,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c2-s52,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,8,4,4,0.6,False,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c2-s53,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,8,4,4,0.6,False,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c3-s51,major_revision_cross_model_confirmatory,confirmatory,c3,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.7,False,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c3-s52,major_revision_cross_model_confirmatory,confirmatory,c3,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.7,False,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c3-s53,major_revision_cross_model_confirmatory,confirmatory,c3,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.7,False,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c4-s51,major_revision_cross_model_confirmatory,confirmatory,c4,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.8,False,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c4-s52,major_revision_cross_model_confirmatory,confirmatory,c4,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.8,False,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c4-s53,major_revision_cross_model_confirmatory,confirmatory,c4,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,16,4,4,0.8,False,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c5-s51,major_revision_cross_model_confirmatory,confirmatory,c5,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,32,4,4,0.85,False,False,True,1536,1024,2560,64,2,32,32,32,51,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c5-s52,major_revision_cross_model_confirmatory,confirmatory,c5,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,32,4,4,0.85,False,False,True,1536,1024,2560,64,2,32,32,32,52,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-grpo-code_heavy_tail-c5-s53,major_revision_cross_model_confirmatory,confirmatory,c5,phi4_mini,grpo,code_heavy_tail,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/heavy_tail,2,1,32,4,4,0.85,False,False,True,1536,1024,2560,64,2,32,32,32,53,1,100,code_heavy_tail,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c0-s51,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,1,4,4,0.3,True,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c0-s52,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,1,4,4,0.3,True,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c0-s53,major_revision_cross_model_confirmatory,confirmatory,c0,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,1,4,4,0.3,True,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c1-s51,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,4,4,4,0.45,True,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c1-s52,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,4,4,4,0.45,True,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c1-s53,major_revision_cross_model_confirmatory,confirmatory,c1,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,4,4,4,0.45,True,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c2-s51,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,8,4,4,0.6,False,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c2-s52,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,8,4,4,0.6,False,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c2-s53,major_revision_cross_model_confirmatory,confirmatory,c2,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,8,4,4,0.6,False,False,True,640,1024,1664,64,2,32,32,32,53,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c3-s51,major_revision_cross_model_confirmatory,confirmatory,c3,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,16,4,4,0.7,False,False,True,640,1024,1664,64,2,32,32,32,51,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
mr-xm-confirm-phi4_mini-oracle_sppo-code_standard-c3-s52,major_revision_cross_model_confirmatory,confirmatory,c3,phi4_mini,oracle_sppo,code_standard,microsoft/Phi-4-mini-instruct,/mnt/proj3/open-35-44/verl/rl/data/codecontests/standard,2,1,16,4,4,0.7,False,False,True,640,1024,1664,64,2,32,32,32,52,1,100,code_standard,/mnt/proj3/open-35-44/verl/rl/memory_tuner/code_shape_reward.py,compute_score
